"","X","fname","Obs","HHMMSS","plot","study","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","QC"
"426",426,"b2_pop_e03_aci_af_06_28_2016",4,"8:05:33",NA,NA,389,0,2.11,0.294,81.5,7.52,2.41,29.81,6,1.42,1,2.84,27.34,29.81,25.32,101.4,97.99,11.481,20.324,27.85,49.3,500,1800,0,88.56,2.13,-0.206,1,-0.22,2.74,1,0,0.16,111115,1
"427",427,"b2_pop_e03_aci_af_06_28_2016",5,"8:07:03",NA,NA,479,0,-1.07,0.294,55.5,7.61,2.44,29.97,6,1.42,1,2.84,27.5,29.97,25.48,50.74,51.56,11.497,20.441,27.62,49.1,500,1801,0,88.56,1.88,-0.21,1,-0.22,2.74,1,0,0.16,111115,1
"430",430,"b2_pop_e03_aci_af_06_28_2016",8,"8:12:07",NA,NA,783.5,0,30.3,0.274,345,7.37,2.52,30.22,6,1.42,1,2.84,27.75,30.22,25.74,599.18,557.83,11.564,20.232,27.38,47.91,500,1799,0,88.56,3.62,-0.198,1,-0.22,2.74,1,0,0.16,111115,1
"431",431,"b2_pop_e03_aci_af_06_28_2016",9,"8:13:37",NA,NA,873.5,0,35.4,0.267,492,7.3,2.56,30.36,6,1.42,1,2.84,27.86,30.36,25.84,800.26,751.15,11.596,20.182,27.28,47.48,500,1800,0,88.56,3.88,-0.192,1,-0.22,2.74,1,0,0.16,111115,1
"432",432,"b2_pop_e03_aci_af_06_28_2016",10,"8:15:29",NA,NA,985.5,0,36.3,0.261,858,7.3,2.61,30.56,6,1.42,1,2.84,28.04,30.56,26,1200.31,1146.71,11.629,20.217,27.08,47.07,500,1799,0,88.56,4.1,-0.193,0.7,-0.22,2.74,1,0,0.16,111115,1
"433",433,"b2_pop_e03_aci_af_06_28_2016",11,"8:17:10",NA,NA,1086.5,0,35,0.257,1240,7.25,2.63,30.63,6,1.42,1,2.84,28.12,30.63,26.08,1600.73,1545.29,11.651,20.182,27,46.77,500,1801,0,88.56,4.15,-0.182,1,-0.22,2.74,1,0,0.16,111115,1
"434",434,"b2_pop_e03_aci_af_06_28_2016",12,"8:19:06",NA,NA,1202.5,0,35.3,0.254,1610,7.25,2.66,30.75,6,1.42,1,2.84,28.23,30.75,26.2,2000.92,1941.64,11.648,20.174,26.82,46.44,500,1799,0,88.56,4.22,-0.181,0.7,-0.22,2.74,1,0,0.16,111115,1
"436",436,"b2_pop_e03_aci_af_06_30_2016",1,"8:15:47",NA,NA,187,0,16.9,0.392,290,5.76,1.43,25.48,6,1.42,1,2.84,24.9,25.48,24.95,398.74,375.82,13.99,20.763,39.16,58.11,499.5,1799,114,88.45,-0.811,-0.0922,1,-0.22,2.74,1,0,0.16,111115,1
"437",437,"b2_pop_e03_aci_af_06_30_2016",2,"8:17:17",NA,NA,277,0,13.1,0.375,213,5.62,1.46,25.56,6,1.42,1,2.84,24.89,25.56,24.95,299.47,281.78,14.062,20.674,39.37,57.89,499.4,1799,113,88.45,-0.141,-0.0953,1,-0.22,2.74,1,0,0.16,111115,1
"438",438,"b2_pop_e03_aci_af_06_30_2016",3,"8:18:47",NA,NA,367,0,7.98,0.342,143,5.31,1.5,25.64,6,1.42,1,2.84,24.88,25.64,24.95,199.77,188.98,14.166,20.42,39.69,57.21,499.4,1799,115,88.45,0.454,-0.0816,1,-0.22,2.74,1,0,0.16,111115,1
"439",439,"b2_pop_e03_aci_af_06_30_2016",4,"8:20:17",NA,NA,456.5,0,2.6,0.305,80.2,4.95,1.55,25.76,6,1.42,1,2.84,24.88,25.76,24.95,101.36,97.65,14.296,20.128,40.05,56.39,499.4,1799,116,88.46,0.74,-0.0737,1,-0.22,2.74,1,0,0.16,111115,1
"440",440,"b2_pop_e03_aci_af_06_30_2016",5,"8:21:47",NA,NA,547,0,-0.194,0.279,50.3,4.61,1.56,25.71,6,1.42,1,2.84,24.87,25.71,24.95,50.55,50.51,14.44,19.87,40.47,55.69,499.4,1800,47,88.46,0.811,-0.0676,1,-0.22,2.74,1,0,0.16,111115,1
"443",443,"b2_pop_e03_aci_af_06_30_2016",8,"8:27:45",NA,NA,904.5,0,20.4,0.191,377,3.5,1.68,26.05,6,1.42,1,2.84,24.88,26.05,24.95,600.53,573.57,15.106,19.23,42.33,53.89,499.4,1799,15,88.47,-2.44,-0.0628,1,-0.22,2.74,1,0,0.16,111115,1
"444",444,"b2_pop_e03_aci_af_06_30_2016",9,"8:29:34",NA,NA,1013.5,0,23.8,0.177,521,3.29,1.7,26.1,6,1.42,1,2.84,24.88,26.1,24.95,799.86,768.17,15.307,19.186,42.9,53.77,499.4,1799,17,88.47,-4.5,-0.0585,1,-0.22,2.74,1,0,0.16,111115,1
"445",445,"b2_pop_e03_aci_af_06_30_2016",10,"8:32:08",NA,NA,1167.5,0,26.4,0.165,863,3.1,1.71,26.18,6,1.42,1,2.84,24.9,26.18,24.95,1199.64,1163.59,15.554,19.209,43.54,53.77,499.4,1799,22,88.47,-9.22,-0.0609,1,-0.22,2.74,1,0,0.16,111115,1
"446",446,"b2_pop_e03_aci_af_06_30_2016",11,"8:34:42",NA,NA,1321.5,0,28.1,0.158,1220,2.98,1.71,26.21,6,1.42,1,2.84,24.9,26.21,24.95,1600.07,1560.78,15.767,19.275,44.12,53.94,499.4,1799,23,88.47,-14.9,-0.0529,1,-0.22,2.74,1,0,0.16,111115,1
"447",447,"b2_pop_e03_aci_af_06_30_2016",12,"8:37:32",NA,NA,1491.5,0,29.1,0.147,1570,2.8,1.72,26.27,6,1.42,1,2.84,24.91,26.27,24.95,1999.81,1958.3,15.973,19.272,44.69,53.92,499.4,1798,28,88.47,-20.8,-0.0653,0.7,-0.22,2.74,1,0,0.16,111115,1
"449",449,"b2_pop_e03_aci_mb_06_01_2016",1,"11:18:57",NA,NA,118,0,20.2,0.261,222,8.36,2.98,29.57,6,1.42,1,2.84,29.94,29.57,29.87,399.97,371.99,3.475,13.384,7.2,27.75,499.3,1799,246,88,-26.1,13.2,1,-0.22,2.74,1,0,0.16,111115,1
"450",450,"b2_pop_e03_aci_mb_06_01_2016",2,"11:20:27",NA,NA,207.5,0,14.9,0.258,168,8.3,2.99,29.61,6,1.42,1,2.84,29.94,29.61,29.88,300.21,279.57,3.488,13.329,7.23,27.62,499.2,1800,272,88,-16.3,13.2,1,-0.22,2.74,1,0,0.16,111115,1
"451",451,"b2_pop_e03_aci_mb_06_01_2016",3,"11:21:57",NA,NA,298,0,8.81,0.253,118,8.19,3.01,29.64,6,1.42,1,2.84,29.91,29.64,29.84,199.31,186.89,3.518,13.233,7.3,27.48,499.3,1801,282,88,-7.56,13.2,1,-0.22,2.74,1,0,0.16,111115,1
"452",452,"b2_pop_e03_aci_mb_06_01_2016",4,"11:23:27",NA,NA,387.5,0,2.6,0.248,72.6,8.03,3.01,29.57,6,1.42,1,2.84,29.8,29.57,29.73,99.38,95.33,3.532,13.056,7.38,27.28,499.2,1800,267,87.99,-0.341,13.1,1,-0.22,2.74,1,0,0.16,111115,1
"453",453,"b2_pop_e03_aci_mb_06_01_2016",5,"11:24:57",NA,NA,478,0,-0.577,0.244,50.9,7.98,3.03,29.64,6,1.42,1,2.84,29.82,29.64,29.77,49.49,49.71,3.552,13.017,7.41,27.16,499.3,1799,251,87.99,2.76,13.1,1,-0.22,2.74,1,0,0.16,111115,1
"456",456,"b2_pop_e03_aci_mb_06_01_2016",8,"11:30:34",NA,NA,815,0,30.8,0.237,310,8.05,3.13,30.15,6,1.42,1,2.84,30.37,30.15,30.3,599.95,557.53,3.694,13.235,7.47,26.76,499.2,1801,238,87.98,-47.6,13.2,1,-0.22,2.74,1,0,0.16,111115,1
"457",457,"b2_pop_e03_aci_mb_06_01_2016",9,"11:32:12",NA,NA,912.5,0,39.5,0.234,423,8.04,3.17,30.31,6,1.42,1,2.84,30.54,30.31,30.49,800.09,745.46,3.736,13.274,7.48,26.57,499.2,1801,233,87.98,-72.1,13.2,1,-0.22,2.74,1,0,0.16,111115,1
"458",458,"b2_pop_e03_aci_mb_06_01_2016",10,"11:34:10",NA,NA,1030.5,0,48.9,0.233,716,8.08,3.2,30.45,6,1.42,1,2.84,30.74,30.45,30.69,1199.75,1130,3.788,13.371,7.5,26.47,499.3,1800,147,87.99,-128,13.3,1,-0.22,2.74,1,0,0.16,111115,1
"459",459,"b2_pop_e03_aci_mb_06_01_2016",11,"11:36:01",NA,NA,1142,0,53.1,0.23,1050,8.14,3.26,30.76,6,1.42,1,2.84,31.03,30.76,30.99,1599.62,1520.94,3.85,13.504,7.5,26.29,499.2,1800,225,87.99,-190,13.3,0.7,-0.22,2.74,1,0,0.16,111115,1
"460",460,"b2_pop_e03_aci_mb_06_01_2016",12,"11:38:19",NA,NA,1279.5,0,55.4,0.228,1400,8.11,3.27,30.82,6,1.42,1,2.84,31.17,30.82,31.11,1999.6,1914.4,3.933,13.553,7.6,26.18,499.2,1800,225,87.98,-257,13.4,1,-0.22,2.74,1,0,0.16,111115,1
"462",462,"b2_pop_e03_aci_mb_06_09_2016",1,"7:51:19",NA,NA,187,0,21.2,0.388,263,7.74,1.94,26.93,6,1.42,1,2.84,25.87,26.93,24.94,400.38,371.49,9.191,18.317,24.27,48.36,499.3,1799,712,88.39,-0.682,-0.0238,1,-0.22,2.74,1,0,0.16,111115,1
"463",463,"b2_pop_e03_aci_mb_06_09_2016",2,"7:52:49",NA,NA,277,0,15.8,0.389,197,7.71,1.93,26.93,6,1.42,1,2.84,25.85,26.93,24.94,299.91,278.29,9.352,18.443,24.72,48.75,499.3,1799,719,88.39,-0.052,-0.024,1,-0.22,2.74,1,0,0.16,111115,1
"464",464,"b2_pop_e03_aci_mb_06_09_2016",3,"7:54:19",NA,NA,367,0,9.34,0.384,138,7.68,1.95,27.05,6,1.42,1,2.84,25.88,27.05,24.94,199.84,186.89,9.515,18.572,25.1,49,499.3,1799,725,88.39,0.439,-0.0141,1,-0.22,2.74,1,0,0.16,111115,1
"465",465,"b2_pop_e03_aci_mb_06_09_2016",4,"7:55:49",NA,NA,456.5,0,2.43,0.374,81.4,7.58,1.96,27.14,6,1.42,1,2.84,25.88,27.14,24.94,99.94,96.14,9.65,18.585,25.46,49.03,499.3,1799,732,88.39,0.738,-0.00777,1,-0.22,2.74,1,0,0.16,111115,1
"466",466,"b2_pop_e03_aci_mb_06_09_2016",5,"7:57:19",NA,NA,546.5,0,-0.84,0.356,52.5,7.46,2.02,27.41,6,1.42,1,2.84,25.89,27.41,24.94,49.67,50.23,9.769,18.57,25.77,48.98,499.3,1799,740,88.4,0.835,0.0577,1,-0.22,2.74,1,0,0.16,111115,1
"469",469,"b2_pop_e03_aci_mb_06_09_2016",8,"8:02:54",NA,NA,881.5,0,28.7,0.333,391,7.15,2.05,27.58,6,1.42,1,2.84,25.95,27.58,24.94,600.05,560.73,10.244,18.67,26.92,49.07,499.3,1799,764,88.4,-1.82,0.0769,1,-0.22,2.74,1,0,0.16,111115,1
"470",470,"b2_pop_e03_aci_mb_06_09_2016",9,"8:05:00",NA,NA,1007.5,0,32,0.318,553,6.96,2.08,27.7,6,1.42,1,2.84,25.99,27.7,24.94,799.9,755.09,10.385,18.59,27.23,48.74,499.3,1800,770,88.41,-3.67,0.0851,1,-0.22,2.74,1,0,0.16,111115,1
"471",471,"b2_pop_e03_aci_mb_06_09_2016",10,"8:07:24",NA,NA,1151.5,0,34.6,0.318,918,6.96,2.09,27.8,6,1.42,1,2.84,26.03,27.8,24.94,1199.87,1148.69,10.591,18.802,27.7,49.18,499.3,1799,783,88.41,-8.25,0.0926,0.7,-0.22,2.74,1,0,0.16,111115,1
"472",472,"b2_pop_e03_aci_mb_06_09_2016",11,"8:10:14",NA,NA,1321.5,0,37.2,0.314,1280,6.87,2.08,27.81,6,1.42,1,2.84,26.02,27.81,24.94,1601.3,1543.89,10.807,18.904,28.28,49.47,499.3,1799,797,88.41,-13.4,0.0919,0.7,-0.22,2.74,1,0,0.16,111115,1
"473",473,"b2_pop_e03_aci_mb_06_09_2016",12,"8:13:44",NA,NA,1532,0,38.7,0.301,1680,6.68,2.1,27.91,6,1.42,1,2.84,26.04,27.91,24.94,2039.81,1977.47,11.034,18.907,28.84,49.42,499.3,1799,810,88.41,-19.5,0.104,1,-0.22,2.74,1,0,0.16,111115,1
"475",475,"b2_pop_e03_aci_mb_06_24_2016",1,"7:57:29",NA,NA,182,0,19.6,0.597,267,5.94,1.03,27.43,6,1.42,1,2.84,26.39,27.43,24.96,399.77,334.98,12.552,29.886,32.15,76.54,199.5,1799,0,88.45,3.02,-0.317,0.7,-0.22,2.74,1,0,0.16,111115,1
"476",476,"b2_pop_e03_aci_mb_06_24_2016",2,"7:59:24",NA,NA,297,0,14.6,0.616,203,5.98,1.01,27.39,6,1.42,1,2.84,26.37,27.39,24.96,300.8,252.24,12.567,30.016,32.22,76.96,199.6,1799,0,88.45,2.73,-0.313,1,-0.22,2.74,1,0,0.16,111115,1
"477",477,"b2_pop_e03_aci_mb_06_24_2016",3,"8:01:09",NA,NA,402,0,8.58,0.627,142,6.02,0.999,27.4,6,1.42,1,2.84,26.38,27.4,24.96,200.05,171.17,12.586,30.131,32.26,77.22,199.5,1799,0,88.45,2.42,-0.319,1,-0.22,2.74,1,0,0.16,111115,1
"478",478,"b2_pop_e03_aci_mb_06_24_2016",4,"8:02:52",NA,NA,505,0,2.31,0.632,84,6.05,0.998,27.44,6,1.42,1,2.84,26.39,27.44,24.96,101.14,92.52,12.612,30.249,32.3,77.48,199.5,1800,0,88.45,2.04,-0.319,1,-0.22,2.74,1,0,0.16,111115,1
"479",479,"b2_pop_e03_aci_mb_06_24_2016",5,"8:04:31",NA,NA,603.5,0,-0.806,0.641,53.6,6.08,0.991,27.47,6,1.42,1,2.84,26.4,27.47,24.96,50.71,52.18,12.65,30.38,32.38,77.77,199.6,1800,0,88.45,1.72,-0.32,1,-0.22,2.74,1,0,0.16,111115,1
"482",482,"b2_pop_e03_aci_mb_06_24_2016",8,"8:10:48",NA,NA,980.5,0,29.5,0.636,406,6.1,1,27.55,6,1.42,1,2.84,26.46,27.55,24.96,600.41,502.57,12.702,30.474,32.41,77.77,199.5,1800,0,88.46,3.27,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"483",483,"b2_pop_e03_aci_mb_06_24_2016",9,"8:12:45",NA,NA,1098,0,33.3,0.627,575,6.09,1.01,27.59,6,1.42,1,2.84,26.47,27.59,24.96,800.73,688.05,12.714,30.466,32.41,77.67,199.5,1799,0,88.46,3.27,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"484",484,"b2_pop_e03_aci_mb_06_24_2016",10,"8:14:13",NA,NA,1186,0,34.3,0.619,953,6.08,1.02,27.62,6,1.42,1,2.84,26.48,27.62,24.96,1200.18,1077.22,12.726,30.442,32.42,77.56,199.5,1799,0,88.46,3.27,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"485",485,"b2_pop_e03_aci_mb_06_24_2016",11,"8:16:04",NA,NA,1297,0,33.5,0.614,1340,6.06,1.02,27.63,6,1.42,1,2.84,26.49,27.63,24.96,1599.64,1472.02,12.741,30.408,32.44,77.43,199.5,1799,0,88.46,3.27,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"486",486,"b2_pop_e03_aci_mb_06_24_2016",12,"8:17:43",NA,NA,1396,0,34.2,0.607,1720,6.04,1.03,27.64,6,1.42,1,2.84,26.5,27.64,24.96,1999.75,1863.22,12.753,30.368,32.47,77.31,199.6,1799,0,88.46,3.27,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"488",488,"b2_pop_e03_aci_mb_07_06_2016",1,"9:37:58",NA,NA,123,0,13.4,0.163,233,3.63,2.02,27.99,6,1.42,1,2.84,25.85,27.99,25.01,399.98,382.22,15.71,19.989,41.59,52.92,499.3,1801,958,88.51,4.2,-0.271,1,-0.22,2.74,1,0,0.16,111115,1
"489",489,"b2_pop_e03_aci_mb_07_06_2016",2,"9:39:33",NA,NA,218,0,9.51,0.159,178,3.55,2.02,27.96,6,1.42,1,2.84,25.82,27.96,25.01,299.95,287.3,15.764,19.944,41.79,52.87,499.3,1801,971,88.51,3.8,-0.287,1,-0.22,2.74,1,0,0.16,111115,1
"490",490,"b2_pop_e03_aci_mb_07_06_2016",3,"9:41:10",NA,NA,315,0,5.41,0.155,128,3.47,2.02,27.97,6,1.42,1,2.84,25.82,27.97,25.01,200.18,192.87,15.847,19.938,42.02,52.87,499.3,1800,983,88.51,3.38,-0.293,1,-0.22,2.74,1,0,0.16,111115,1
"491",491,"b2_pop_e03_aci_mb_07_06_2016",4,"9:42:47",NA,NA,412,0,1.44,0.154,79.1,3.45,2.02,28,6,1.42,1,2.84,25.82,28,25.01,100.18,98.04,15.932,19.997,42.24,53.01,499.3,1800,995,88.51,2.88,-0.281,1,-0.22,2.74,1,0,0.16,111115,1
"492",492,"b2_pop_e03_aci_mb_07_06_2016",5,"9:44:20",NA,NA,505,0,-0.55,0.154,54.4,3.45,2.03,28.03,6,1.42,1,2.84,25.82,28.03,25.01,49.93,50.39,15.995,20.053,42.4,53.16,499.3,1799,1007,88.51,2.54,-0.28,1,-0.22,2.74,1,0,0.16,111115,1
"495",495,"b2_pop_e03_aci_mb_07_06_2016",8,"9:49:25",NA,NA,810,0,19.3,0.153,347,3.4,2.01,28.06,6,1.42,1,2.84,25.84,28.06,25.01,600.44,574.94,16.307,20.314,43.18,53.8,499.4,1800,774,88.52,4.59,-0.252,1,-0.22,2.74,1,0,0.16,111115,1
"496",496,"b2_pop_e03_aci_mb_07_06_2016",9,"9:51:44",NA,NA,949,0,22.5,0.147,491,3.3,2.03,28.18,6,1.42,1,2.84,25.85,28.18,25.01,800.13,770.1,16.514,20.4,43.71,53.99,499.3,1800,1065,88.52,4.62,-0.239,1,-0.22,2.74,1,0,0.16,111115,1
"497",497,"b2_pop_e03_aci_mb_07_06_2016",10,"9:53:56",NA,NA,1081,0,24.2,0.144,847,3.26,2.04,28.27,6,1.42,1,2.84,25.88,28.27,25.01,1199.93,1166.23,16.706,20.54,44.15,54.28,499.3,1800,1083,88.52,4.4,-0.24,1,-0.22,2.74,1,0,0.16,111115,1
"498",498,"b2_pop_e03_aci_mb_07_06_2016",11,"9:56:33",NA,NA,1238,0,25.4,0.142,1210,3.24,2.05,28.38,6,1.42,1,2.84,25.92,28.38,25.01,1600.11,1563.45,16.874,20.683,44.49,54.53,499.3,1801,1086,88.53,3.76,-0.233,0.7,-0.22,2.74,1,0,0.16,111115,1
"499",499,"b2_pop_e03_aci_mb_07_06_2016",12,"9:58:59",NA,NA,1384,0,26.1,0.14,1580,3.17,2.04,28.36,6,1.42,1,2.84,25.9,28.36,25.01,2000.14,1961.29,16.991,20.72,44.84,54.68,499.3,1799,1121,88.53,2.77,-0.235,1,-0.22,2.74,1,0,0.16,111115,1
"501",501,"b2_pop_e03_aci_mb_5_26_2016",1,"8:32:24",NA,NA,205.5,0,19.2,0.24,226,5.38,2.1,24.14,6,1.42,1,2.84,24.81,24.14,24.97,399.77,374.37,4.04,10.434,11.33,29.27,500,1800,0,88.19,2.36,-0.11,1,-0.22,2.74,1,0,0.16,111115,1
"502",502,"b2_pop_e03_aci_mb_5_26_2016",2,"8:33:54",NA,NA,295.5,0,13.7,0.228,170,5.22,2.13,24.25,6,1.42,1,2.84,24.83,24.25,24.98,299.29,281.11,4.09,10.285,11.46,28.81,500,1800,0,88.19,2.19,-0.105,1,-0.22,2.74,1,0,0.16,111115,1
"503",503,"b2_pop_e03_aci_mb_5_26_2016",3,"8:35:24",NA,NA,385.5,0,8.07,0.22,120,5.08,2.14,24.25,6,1.42,1,2.84,24.81,24.25,24.97,198.89,188.07,4.146,10.179,11.63,28.55,500,1801,0,88.19,1.96,-0.101,1,-0.22,2.74,1,0,0.16,111115,1
"504",504,"b2_pop_e03_aci_mb_5_26_2016",4,"8:36:54",NA,NA,475.5,0,2.52,0.21,72.2,4.91,2.17,24.32,6,1.42,1,2.84,24.83,24.32,24.97,99.62,96.02,4.197,10.033,11.76,28.12,500,1800,0,88.19,1.72,-0.103,1,-0.22,2.74,1,0,0.16,111115,1
"505",505,"b2_pop_e03_aci_mb_5_26_2016",5,"8:38:24",NA,NA,565,0,-0.208,0.202,50,4.81,2.2,24.46,6,1.42,1,2.84,24.87,24.46,24.97,50.32,50.28,4.261,9.97,11.91,27.87,500,1800,0,88.19,1.62,-0.105,1,-0.22,2.74,1,0,0.16,111115,1
"508",508,"b2_pop_e03_aci_mb_5_26_2016",8,"8:43:45",NA,NA,886.5,0,27.1,0.185,299,4.46,2.22,24.45,6,1.42,1,2.84,24.85,24.45,24.98,600.13,564.57,4.427,9.726,12.39,27.22,500,1799,0,88.19,2.33,-0.0915,1,-0.22,2.74,1,0,0.16,111115,1
"509",509,"b2_pop_e03_aci_mb_5_26_2016",9,"8:45:23",NA,NA,984.5,0,35.1,0.179,401,4.36,2.23,24.45,6,1.42,1,2.84,24.85,24.45,24.98,800.99,754.91,4.466,9.646,12.5,26.99,500,1799,0,88.19,2.13,-0.0909,1,-0.22,2.74,1,0,0.16,111115,1
"510",510,"b2_pop_e03_aci_mb_5_26_2016",10,"8:46:58",NA,NA,1079.5,0,44,0.174,678,4.29,2.25,24.58,6,1.42,1,2.84,24.9,24.58,24.97,1200.33,1141.64,4.508,9.603,12.58,26.79,500,1801,0,88.19,1.62,-0.0854,0.7,-0.22,2.74,1,0,0.16,111115,1
"511",511,"b2_pop_e03_aci_mb_5_26_2016",11,"8:48:41",NA,NA,1182.5,0,47.1,0.171,1020,4.24,2.27,24.65,6,1.42,1,2.84,24.93,24.65,24.97,1599.62,1535.32,4.572,9.613,12.73,26.77,500,1800,0,88.18,0.887,-0.0838,0.7,-0.22,2.74,1,0,0.16,111115,1
"512",512,"b2_pop_e03_aci_mb_5_26_2016",12,"8:50:47",NA,NA,1308.5,0,47.8,0.168,1390,4.11,2.23,24.42,6,1.42,1,2.84,24.82,24.42,24.97,2000,1933.13,4.642,9.529,13.02,26.72,500,1800,0,88.19,0.451,-0.0791,1,-0.22,2.74,1,0,0.16,111115,1
"514",514,"b2_pop_e04_aci_af_06_16_2016",1,"8:17:16",NA,NA,136,0,12.7,0.193,256,5.35,2.52,30.63,6,1.42,1,2.84,30.54,30.63,30.53,399.85,382.13,15.133,21.412,30.45,43.09,500.1,1801,0,88.44,2.7,-0.226,1,-0.22,2.74,1,0,0.16,111115,1
"515",515,"b2_pop_e04_aci_af_06_16_2016",2,"8:18:46",NA,NA,226,0,8.39,0.18,199,5.06,2.54,30.74,6,1.42,1,2.84,30.61,30.74,30.56,300.76,288.93,15.545,21.487,31.16,43.07,500,1801,0,88.44,2.52,-0.214,1,-0.22,2.74,1,0,0.16,111115,1
"516",516,"b2_pop_e04_aci_af_06_16_2016",3,"8:20:16",NA,NA,316,0,4.3,0.177,145,4.97,2.53,30.83,6,1.42,1,2.84,30.63,30.83,30.58,200.57,194.25,16.025,21.851,32.08,43.75,500.2,1799,0,88.44,2.36,-0.22,1,-0.22,2.74,1,0,0.16,111115,1
"517",517,"b2_pop_e04_aci_af_06_16_2016",4,"8:21:46",NA,NA,406,0,0.288,0.189,91.9,5.12,2.46,30.76,6,1.42,1,2.84,30.58,30.76,30.52,99.76,98.81,16.516,22.526,33.17,45.24,500,1801,0,88.44,1.97,-0.218,1,-0.22,2.74,1,0,0.16,111115,1
"518",518,"b2_pop_e04_aci_af_06_16_2016",5,"8:23:15",NA,NA,494.5,0,-1.87,0.201,65.9,5.25,2.38,30.66,6,1.42,1,2.84,30.48,30.66,30.43,50.85,52.77,16.979,23.131,34.28,46.7,500,1801,0,88.44,1.8,-0.224,1,-0.22,2.74,1,0,0.16,111115,1
"521",521,"b2_pop_e04_aci_af_06_16_2016",8,"8:28:17",NA,NA,797,0,21.9,0.236,391,5.64,2.21,30.58,6,1.42,1,2.84,30.54,30.58,30.46,600.05,569.94,18.262,24.864,36.75,50.03,500,1799,0,88.44,3.13,-0.229,1,-0.22,2.74,1,0,0.16,111115,1
"522",522,"b2_pop_e04_aci_af_06_16_2016",9,"8:29:52",NA,NA,892,0,27.6,0.235,534,5.62,2.21,30.7,6,1.42,1,2.84,30.68,30.7,30.59,800.07,761.84,18.582,25.161,37.11,50.25,499.9,1799,0,88.45,3.26,-0.227,1,-0.22,2.74,1,0,0.16,111115,1
"523",523,"b2_pop_e04_aci_af_06_16_2016",10,"8:31:39",NA,NA,998.5,0,33.1,0.249,883,5.9,2.19,30.85,6,1.42,1,2.84,30.85,30.85,30.75,1200.08,1152.24,18.884,25.785,37.34,50.99,500.1,1799,0,88.45,3.53,-0.243,0.7,-0.22,2.74,1,0,0.16,111115,1
"524",524,"b2_pop_e04_aci_af_06_16_2016",11,"8:33:22",NA,NA,1102,0,35.9,0.252,1240,5.98,2.19,30.99,6,1.42,1,2.84,31,30.99,30.91,1599.52,1545.31,19.18,26.164,37.61,51.3,500,1800,0,88.45,3.59,-0.24,1,-0.22,2.74,1,0,0.16,111115,1
"525",525,"b2_pop_e04_aci_af_06_16_2016",12,"8:35:01",NA,NA,1200.5,0,37.5,0.26,1620,6.13,2.18,31.1,6,1.42,1,2.84,31.13,31.1,31.06,2000.15,1940.88,19.429,26.588,37.8,51.73,500,1800,0,88.45,3.82,-0.242,0.7,-0.22,2.74,1,0,0.16,111115,1
"527",527,"b2_pop_e04_aci_af_06_28_2016",1,"8:29:13",NA,NA,203,0,11,0.115,209,4.16,3.21,31.72,6,1.42,1,2.84,29.02,31.72,26.94,399.39,384.3,11.948,16.859,26.28,37.09,500,1800,0,88.55,3.14,-0.141,1,-0.22,2.74,1,0,0.16,111115,1
"528",528,"b2_pop_e04_aci_af_06_28_2016",2,"8:30:43",NA,NA,293,0,8.05,0.121,166,4.32,3.17,31.67,6,1.42,1,2.84,28.98,31.67,26.91,300.59,289.43,12.002,17.103,26.45,37.7,500,1801,0,88.55,2.85,-0.144,1,-0.22,2.74,1,0,0.16,111115,1
"529",529,"b2_pop_e04_aci_af_06_28_2016",3,"8:32:13",NA,NA,383,0,4.83,0.136,125,4.69,3.09,31.51,6,1.42,1,2.84,28.86,31.51,26.79,200.21,193.33,12.04,17.566,26.72,38.98,500,1800,0,88.55,2.55,-0.156,1,-0.22,2.74,1,0,0.16,111115,1
"530",530,"b2_pop_e04_aci_af_06_28_2016",4,"8:33:43",NA,NA,473,0,1.1,0.152,82.2,5.07,3,31.35,6,1.42,1,2.84,28.75,31.35,26.67,101.29,99.38,12.082,18.056,27,40.34,500,1801,0,88.55,2.08,-0.162,1,-0.22,2.74,1,0,0.16,111115,1
"531",531,"b2_pop_e04_aci_af_06_28_2016",5,"8:35:13",NA,NA,563,0,-1.05,0.17,59,5.49,2.92,31.23,6,1.42,1,2.84,28.68,31.23,26.61,50.7,51.61,12.128,18.595,27.21,41.71,500,1800,0,88.55,1.89,-0.178,1,-0.22,2.74,1,0,0.16,111115,1
"534",534,"b2_pop_e04_aci_af_06_28_2016",8,"8:40:15",NA,NA,865,0,25.5,0.21,335,6.27,2.75,30.91,6,1.42,1,2.84,28.47,30.91,26.4,599.6,564.76,12.291,19.672,27.91,44.68,500,1800,0,88.55,3.38,-0.186,1,-0.22,2.74,1,0,0.16,111115,1
