ID,Year,Fertilisation,Season,Site,Plot,Tree,Branch,Rep,Family,Genus,Species,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,CCI,SLA,C,N,P,K,Ca,Mg,Mn,S,Na,V,Sr,As,Cd,Cr,Cu,Fe,Pb,Zn,Mo,CII,Height,Remark_Height/CII
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(/),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(/),(m),(/)
2015_wet_NOU-B2_93D1,2015,NP,wet,NOU,B2,93,D,1,Chrysobalanaceae,Licania,alba,6.344,21.547,0.539,NA,NA,NA,62.26234533,59.53752405,46.52835464,1.350969315,0.035302831,0.414067643,0.188186307,0.192523864,0.00365372,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B2_93D2,2015,NP,wet,NOU,B2,93,D,2,Chrysobalanaceae,Licania,alba,8.545,25.399,0.539,8.492,25.59,2.052,72.77531618,60.00317797,46.6244545,1.275943518,0.033059211,0.43723273,0.197560855,0.167948191,0.003429276,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B2_93D3,2015,NP,wet,NOU,B2,93,D,3,Chrysobalanaceae,Licania,alba,6.81,21.818,0.539,NA,NA,NA,61.26549728,63.78814083,46.88713837,1.332623363,0.033519553,0.493735623,0.169490634,0.152476996,0.003112882,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B2_93T1,2015,NP,wet,NOU,B2,93,T,1,Chrysobalanaceae,Licania,alba,30.083,81.557,1.234,NA,NA,NA,73.5626066,35.60222412,47.8072319,1.278129339,0.033479961,0.48148827,0.193005865,0.109274194,0.002993646,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B2_93T2,2015,NP,wet,NOU,B2,93,T,2,Chrysobalanaceae,Licania,alba,30.418,83.134,1.234,30.295,83.633,6.636,56.82048057,35.85162423,47.72777176,1.120027661,0.031078019,0.408930884,0.226427646,0.127067821,0.003542409,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B2_93T3,2015,NP,wet,NOU,B2,93,T,3,Chrysobalanaceae,Licania,alba,33.632,80.836,1.234,33.167,81.615,6.511,71.99645158,34.23292797,47.8614502,1.155301571,0.03072763,0.459746804,0.239154376,0.144407571,0.003989676,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S1_107D1,2015,N,wet,NOU,S1,107,D,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,85.06339774,86.82305006,47.15277481,1.276209474,0.031084218,0.278539456,0.156415782,0.297008455,0.003123342,0.52810486,2968.023483,< 1,9.379779395,< 0,,,,,,,,,,
2015_wet_NOU-S1_107D2,2015,N,wet,NOU,S1,107,D,2,Chrysobalanaceae,Licania,alba,5.417,21.639,0.47,NA,NA,NA,70.0855637,91.80910853,46.97719574,1.329432845,0.03411322,0.389995092,0.177045157,0.262934391,0.002981839,0.555243292,3098.68898,< 1,10.28069926,< 0,,,,,,,,,,
2015_wet_NOU-S1_107D3,2015,N,wet,NOU,S1,107,D,3,Chrysobalanaceae,Licania,alba,14.129,33.309,0.47,NA,NA,NA,58.36969502,94.11515152,46.95073318,1.233810186,0.032349038,0.36979927,0.194094227,0.279040312,0.002804413,0.458823347,2897.291119,< 1,12.13688247,< 0,,,,,,,,,,
2015_wet_NOU-S1_107T1,2015,N,wet,NOU,S1,107,T,1,Chrysobalanaceae,Licania,alba,30.363,43.406,0.601,28.861,51.824,3.442,84.60698551,75.30604765,NA,NA,NA,NA,NA,NA,NA,0.458213655,3803.504892,< 1,10.16065835,< 0,,,,,,,,,,
2015_wet_NOU-S1_107T2,2015,N,wet,NOU,S1,107,T,2,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,75.56829631,75.12857143,47.03677368,1.304041982,0.031331593,0.318480744,0.124518603,0.183037696,0.002560379,0.440104388,4587.382906,< 1,8.008962492,< 0,,,,,,,,,,
2015_wet_NOU-S1_107T3,2015,N,wet,NOU,S1,107,T,3,Chrysobalanaceae,Licania,alba,18.562,44.26,0.601,17.98,44.823,3.889,67.49522362,73.89254902,46.95030212,1.431786895,0.035282587,0.312667429,0.168106828,0.184025645,0.003440052,0.453772058,3625.017484,< 1,11.46147652,< 0,,,,,,,,,,
2015_wet_NOU-S4_79D1,2015,C,wet,NOU,S4,79,D,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,31.27180317,64.67230769,46.54324722,1.163974643,0.02955665,0.340197044,0.248894089,0.188100985,0.004876847,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_79D2,2015,C,wet,NOU,S4,79,D,2,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,37.7511838,62.64048991,45.68009186,1.143932819,0.0299509,0.35111293,0.256180851,0.134555646,0.005889525,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_79D3,2015,C,wet,NOU,S4,79,D,3,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,35.01220917,59.44027047,45.62464905,1.255383134,0.030078252,0.216465602,0.234392729,0.144275351,0.006543854,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_79T1,2015,C,wet,NOU,S4,79,T,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,43.65321066,57.17170111,46.29745102,1.118712544,0.03358209,0.465721393,0.279977612,0.090445274,0.003425373,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_79T2,2015,C,wet,NOU,S4,79,T,2,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,63.61675215,57.19038208,46.02288818,1.374902844,0.036184318,0.463060816,0.301169221,0.08986757,0.0046695,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_79T3,2015,C,wet,NOU,S4,79,T,3,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,48.87455113,58.38411739,46.0819664,1.277934909,0.032716457,0.424372108,0.318120456,0.105557667,0.004161434,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81D1,2015,NP,wet,NOU,T2,81,D,1,Chrysobalanaceae,Licania,alba,NA,NA,0.597,NA,NA,NA,61.26549728,72.21161639,46.34518433,1.304287672,0.035643564,0.144950495,0.141433168,0.198856436,0.004247525,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81D2,2015,NP,wet,NOU,T2,81,D,2,Chrysobalanaceae,Licania,alba,11.343,35.901,0.597,11.171,36.22,2.855,46.81561655,71.36442516,46.32062912,1.294497371,0.034367891,0.141810205,0.137322879,0.235329867,0.003675658,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81D3,2015,NP,wet,NOU,T2,81,D,3,Chrysobalanaceae,Licania,alba,11.2,40.842,0.597,NA,NA,NA,62.93590542,71.28423615,46.13106918,1.375581026,0.035583942,0.139424353,0.133126244,0.193740876,0.003976443,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81T1,2015,NP,wet,NOU,T2,81,T,1,Chrysobalanaceae,Licania,alba,22.1,71.764,1.37,NA,NA,NA,49.40328076,45.34127495,49.08087921,0.960573435,0.028240586,0.085746418,0.119932522,0.15146951,0.003141453,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81T2,2015,NP,wet,NOU,T2,81,T,2,Chrysobalanaceae,Licania,alba,26.013,82.883,1.37,25.635,86.91,6.696,56.82048057,40.22437673,48.50226974,0.971180499,0.030808413,0.093608281,0.124956457,0.154111075,0.005003286,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_81T3,2015,NP,wet,NOU,T2,81,T,3,Chrysobalanaceae,Licania,alba,28.319,74.615,1.37,28.128,75.381,6.007,48.35148013,47.15180723,48.72991562,0.921528637,0.028760331,0.118264463,0.10477438,0.135044628,0.002461983,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82D1,2015,P,wet,NOU,T3,82,D,1,Chrysobalanaceae,Licania,alba,10.301,36.892,0.955,NA,NA,NA,61.92827337,62.89341693,48.14177704,1.411479115,0.044305875,0.176435839,0.088092386,0.138893994,0.003190023,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82D2,2015,P,wet,NOU,T3,82,D,2,Chrysobalanaceae,Licania,alba,NA,NA,0.955,NA,NA,NA,67.13307437,66.97549858,48.32942581,1.435057998,0.042011932,0.194100099,0.09973235,0.146912496,0.003139708,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82D3,2015,P,wet,NOU,T3,82,D,3,Chrysobalanaceae,Licania,alba,18.138,37.047,0.955,17.864,41.136,2.786,81.47993831,67.49604032,46.00883484,1.365132451,0.036105578,0.190662351,0.109285359,0.102584661,0.00312749,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82T1,2015,P,wet,NOU,T3,82,T,1,Chrysobalanaceae,Licania,alba,24.709,65.771,0.977,24.398,65.957,5.585,62.93590542,46.47479981,48.99568939,1.103964329,0.034465534,0.275599401,0.210661838,0.161983017,0.006608392,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82T2,2015,P,wet,NOU,T3,82,T,2,Chrysobalanaceae,Licania,alba,NA,NA,0.977,NA,NA,NA,55.61076703,54.9147622,48.75188065,1.072791934,0.030395387,0.246004942,0.127312191,0.143174629,0.00338056,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T3_82T3,2015,P,wet,NOU,T3,82,T,3,Chrysobalanaceae,Licania,alba,27.144,67.921,0.977,NA,NA,NA,51.57601992,48.59530262,49.03376389,1.055359721,0.032958984,0.281616211,0.21076416,0.181342773,0.007568359,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250D1,2015,C,wet,NOU,T4,250,D,1,Chrysobalanaceae,Licania,alba,12.964,33.892,0.363,NA,NA,NA,40.92400598,89.61374637,47.16532898,1.210456491,0.039343451,0.489219729,0.241529198,0.199184263,0.004755856,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250D2,2015,C,wet,NOU,T4,250,D,2,Chrysobalanaceae,Licania,alba,15.999,42.572,0.363,15.791,43.29,3.256,44.36349001,82.1554473,47.38959122,1.173406124,0.037993421,0.359481908,0.212491776,0.218948191,0.003397204,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250D3,2015,C,wet,NOU,T4,250,D,3,Chrysobalanaceae,Licania,alba,13.093,35.552,0.363,NA,NA,NA,77.21215047,78.79105928,47.36385345,1.259348392,0.040382744,0.314815115,0.282703536,0.192759488,0.005724132,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250T1,2015,C,wet,NOU,T4,250,T,1,Chrysobalanaceae,Licania,alba,20.535,53.242,0.583,NA,NA,NA,43.88869782,73.70091556,48.01303482,1.251696229,0.041284404,0.318258519,0.186689056,0.197469692,0.003651704,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250T2,2015,C,wet,NOU,T4,250,T,2,Chrysobalanaceae,Licania,alba,26.336,64.921,0.583,NA,NA,NA,55.61076703,74.80026281,48.14901733,1.359468341,0.044497846,0.364956911,0.193727212,0.188673351,0.004079383,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T4_250T3,2015,C,wet,NOU,T4,250,T,3,Chrysobalanaceae,Licania,alba,18.767,61.69,0.583,18.412,61.869,5.35,67.85932648,72.85415654,47.76590729,1.441399693,0.045632974,0.337119725,0.230299313,0.195821884,0.004219823,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B3_61D1,2015,P,wet,PAR,B3,61,D,1,Chrysobalanaceae,Licania,alba,11.7,40.227,1.997,11.475,40.586,3.112,40.70442603,69.86184211,47.37283707,1.216648579,0.03062749,0.429213147,0.280699701,0.22684761,0.003125,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B3_61D2,2015,P,wet,PAR,B3,61,D,2,Chrysobalanaceae,Licania,alba,17.389,47.228,1.387,NA,NA,NA,40.70442603,67.6017562,47.00471497,1.217266679,0.03311753,0.38190239,0.300122012,0.221145418,0.003598108,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B3_61T1,2015,P,wet,PAR,B3,61,T,1,Chrysobalanaceae,Licania,alba,43.846,73.854,-0.246,45.902,81.603,5.981,63.61675215,54.25987433,48.40083694,1.291939735,0.037708129,0.578285994,0.278964251,0.152526934,0.004468658,0.494634571,1139.047135,< 1,31.05821455,< 0,,,,,,,,,,
2015_wet_PAR-B3_61T2,2015,P,wet,PAR,B3,61,T,2,Chrysobalanaceae,Licania,alba,25.486,67.12,0.689,NA,NA,NA,63.61675215,54.00770308,47.74808502,1.282101989,0.036663386,0.507805118,0.310356791,0.191687992,0.00511565,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B4_1125D1,2015,C,wet,PAR,B4,1125,D,1,Chrysobalanaceae,Licania,alba,47.166,23.059,0.966,20.75,29.192,1.651,40.05272993,72.07199159,48.31526184,1.050719261,0.031188605,0.393472495,0.265805501,0.213482318,0.002895383,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B4_1125D2,2015,C,wet,PAR,B4,1125,D,2,Chrysobalanaceae,Licania,alba,7.282,24.412,0.966,7.198,24.587,2.063,40.05272993,73.76304348,47.77607346,1.064080119,0.028481013,0.250783836,0.301694255,0.195009737,0.003293574,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B4_1125D3,2015,C,wet,PAR,B4,1125,D,3,Chrysobalanaceae,Licania,alba,17.639,42.517,0.966,NA,NA,NA,40.05272993,65.58352403,48.4018631,1.136235237,0.031925344,0.40771611,0.267524558,0.18882613,0.00296169,0.566220133,2653.79074,< 1,27.01021313,< 0,,,,,,,,,,
2015_wet_PAR-B4_1125T1,2015,C,wet,PAR,B4,1125,T,1,Chrysobalanaceae,Licania,alba,30.639,61.472,1.141,NA,NA,NA,40.05272993,54.6402439,48.35886383,1.101537943,0.03368336,0.443752827,0.381508885,0.183465267,0.004027464,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B4_1125T2,2015,C,wet,PAR,B4,1125,T,2,Chrysobalanaceae,Licania,alba,21.894,31.207,1.141,NA,NA,NA,40.05272993,59.00162778,48.6957283,1.138904572,0.035482826,0.439214193,0.311898898,0.185847375,0.003169151,< 0,,,,,,,,,,,,,,
2015_wet_PAR-B4_1125T3,2015,C,wet,PAR,B4,1125,T,3,Chrysobalanaceae,Licania,alba,22.729,56.926,1.141,NA,NA,NA,40.05272993,55.86467349,48.35346985,1.089688659,0.038367546,0.498343109,0.288211144,0.159579668,0.003384653,< 0,,,,,,,,,,,,,,
2015_dry_PAR-B3_61D1,2015,P,dry,PAR,B3,61,D,1,Chrysobalanaceae,Licania,alba,21.402,51.704,1.569,NA,NA,NA,34.5,45.33590308,45.33506393,0.92741406,0.032405892,0.504697218,0.290553191,0.181306056,0.003839607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,
2015_dry_PAR-B3_61D2,2015,P,dry,PAR,B3,61,D,2,Chrysobalanaceae,Licania,alba,43.815,55.815,1.569,33.677,56.892,3.816,34,46.96175908,46.07392883,0.959734619,0.03025,0.54745,0.28063,0.158105,0.003395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,
2015_dry_PAR-B3_61D3,2015,P,dry,PAR,B3,61,D,3,Chrysobalanaceae,Licania,alba,20.852,32.132,1.569,NA,NA,NA,43.9,44.30640669,45.28740311,1.006010056,0.028712871,0.36009901,0.316712871,0.184435644,0.004311881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,
2015_dry_PAR-B3_61T1,2015,P,dry,PAR,B3,61,T,1,Chrysobalanaceae,Licania,alba,23.474,51.46,1.042,NA,NA,NA,45.5,66.04513889,45.30027771,1.195883155,0.042471686,0.431662225,0.224105596,0.190702865,0.00355513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,
2015_dry_PAR-B3_61T2,2015,P,dry,PAR,B3,61,T,2,Chrysobalanaceae,Licania,alba,32.485,73.257,1.042,32.711,73.272,6.04,41.5,103.0967136,45.7702179,1.117551327,0.038919713,0.369321149,0.214185705,0.132185052,0.003189458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,
2015_dry_PAR-B4_1125T1,2015,C,dry,PAR,B4,1125,T,1,Chrysobalanaceae,Licania,alba,34.008,61.974,0.409,33.815,62.13,5.185,36.7,56.28529121,45.25273132,0.924281776,0.02848723,0.309381139,0.37586444,0.226552063,0.004700393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_dry_PAR-B4_1125T2,2015,C,dry,PAR,B4,1125,T,2,Chrysobalanaceae,Licania,alba,21.302,37.375,0.409,21.461,37.515,3.293,47.8,59.12089552,44.83378983,0.952018499,0.029900332,0.315647841,0.249299003,0.161342193,0.003989203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_dry_PAR-B4_1125T3,2015,C,dry,PAR,B4,1125,T,3,Chrysobalanaceae,Licania,alba,20.317,36.131,0.409,19.573,39.424,2.984,31.6,60.88480801,44.55069351,0.86952585,0.026145418,0.286802789,0.250876494,0.153665339,0.003906873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_dry_PAR-T3_100D2,2015,P,dry,PAR,T3,100,D,2,Chrysobalanaceae,Licania,alba,11.163,38.689,1.137,NA,NA,NA,31.1,82.45033113,44.73341751,1.108457923,0.034872299,0.346340864,0.181488212,0.193293222,0.002382122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12.5,
2015_dry_PAR-T3_100D3,2015,P,dry,PAR,T3,100,D,3,Chrysobalanaceae,Licania,alba,13.606,44.64,1.137,NA,NA,NA,33.7,82.83679775,45.08941269,1.141579628,0.03344426,0.315798669,0.142043261,0.171187188,0.001804493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12.5,
2015_dry_PAR-T3_100T1,2015,P,dry,PAR,T3,100,T,1,Chrysobalanaceae,Licania,alba,28.44,62.842,0.546,NA,NA,NA,40.8,61.34418356,38.6560173,0.857406437,0.033306321,0.589376013,0.20482658,0.134778768,0.001636143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,
2015_dry_PAR-T3_100T2,2015,P,dry,PAR,T3,100,T,2,Chrysobalanaceae,Licania,alba,32.91,73.686,0.546,31.095,74.917,5.983,43.8,54.23545597,45.36718369,1.005069613,0.029220779,0.512062937,0.174705295,0.12796953,0.002287712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,
2015_dry_PAR-T3_100T3,2015,P,dry,PAR,T3,100,T,3,Chrysobalanaceae,Licania,alba,37.094,79.893,0.546,36.397,81.665,6.3,40.1,58.74140303,44.19937897,1.012201548,0.033366534,0.423879482,0.171070717,0.134708665,0.001748008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,
2015_dry_NOU-B2_93D1,2015,NP,dry,NOU,B2,93,D,1,Chrysobalanaceae,Licania,alba,8.025,12.477,0.754,7.781,13.489,1.013,39,67.68831169,49.0315094,1.370736599,0.048652695,0.941604291,0.087357784,0.134520958,0.001674152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,27,
2015_dry_NOU-B2_93T2,2015,NP,dry,NOU,B2,93,T,2,Chrysobalanaceae,Licania,alba,4.085,16.798,1.116,4.055,16.847,1.567,65.1,53.5335689,46.88573456,1.173267722,0.026405039,0.467284399,0.209939438,0.144103682,0.00307655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2015_dry_NOU-S1_107T1,2015,N,dry,NOU,S1,107,T,1,Chrysobalanaceae,Licania,alba,17.531,71.8,1.335,NA,NA,NA,36.5,69.11627907,47.81111145,1.24149549,0.041956306,0.451996028,0.102619166,0.146350546,0.001449851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,
2015_dry_NOU-S1_107T2,2015,N,dry,NOU,S1,107,T,2,Chrysobalanaceae,Licania,alba,22.875,77.43,1.335,22.657,78.484,6.066,23.7,61.65984804,47.61293793,1.112800598,0.037140971,0.455754374,0.112475239,0.155274018,0.0012207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,
2015_dry_NOU-T2_81D1,2015,NP,dry,NOU,T2,81,D,1,Chrysobalanaceae,Licania,alba,15.026,40.958,0.406,NA,NA,NA,23,94.25556858,46.80266571,1.110551,0.049224934,0.43298153,0.075655508,0.152297988,0.001677111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2015_dry_NOU-T2_81D2,2015,NP,dry,NOU,T2,81,D,2,Chrysobalanaceae,Licania,alba,16.951,51.222,0.406,NA,NA,NA,20.9,94.40276976,46.51082993,1.162162542,0.039846806,0.341851369,0.101780476,0.18282839,0.00220502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2015_dry_NOU-T3_82D2,2015,P,dry,NOU,T3,82,D,2,Chrysobalanaceae,Licania,alba,16.532,30.317,0.624,16.065,34.837,2.341,72.4,70.36836403,45.96321106,1.493674517,0.032852044,0.160074627,0.147895036,0.208084848,0.003406879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,
2015_dry_NOU-T3_82D3,2015,P,dry,NOU,T3,82,D,3,Chrysobalanaceae,Licania,alba,19.682,48.67,0.624,NA,NA,NA,64.9,72.49610794,44.14134598,1.601191759,0.03580708,0.180813576,0.141291816,0.189702014,0.004418642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,
2015_dry_NOU-T4_250D3,2015,C,dry,NOU,T4,250,D,3,Chrysobalanaceae,Licania,alba,16.495,51.234,0.29,16.276,51.933,3.712,36.2,69.41124391,47.1350975,1.112106681,0.037561779,0.444662273,0.138595552,0.181208402,0.002552718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2017_dry_NOU-COPAS_61T1,2017,C,dry,NOU,COPAS,61,T,1,Burseraceae,Tetragastris,altissima,11.823,40.736,0.243,NA,NA,NA,,72.22325581,46.21696472,1.213103414,0.087,0.757,0.502,0.215,0.0309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,32,
2017_dry_NOU-COPAS_61T2,2017,C,dry,NOU,COPAS,61,T,2,Burseraceae,Tetragastris,altissima,16.107,59.683,0.243,NA,NA,NA,,77.81632653,46.93128204,1.345693707,0.0884,0.743,0.434,0.203,0.0269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,32,
2017_dry_NOU-COPAS_61T3,2017,C,dry,NOU,COPAS,61,T,3,Burseraceae,Tetragastris,altissima,20.955,57.363,0.243,NA,NA,NA,,82.43446244,47.16374969,1.077364922,0.078,0.726,0.445,0.204,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,32,
2017_dry_NOU-COPAS_61T4,2017,C,dry,NOU,COPAS,61,T,4,Burseraceae,Tetragastris,altissima,16.959,50.759,0.243,17.016,50.781,4.101,,70.40091324,48.12619019,1.105615139,0.0736,0.755,0.377,0.187,0.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,32,
2017_dry_NOU-COPAS_61D1,2017,C,dry,NOU,COPAS,61,D,1,Burseraceae,Tetragastris,altissima,14.656,36.17,0.243,NA,NA,NA,,131.4023495,45.90670395,1.25791657,0.116,1.08,0.498,0.299,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,
2017_dry_NOU-COPAS_61D2,2017,C,dry,NOU,COPAS,61,D,2,Burseraceae,Tetragastris,altissima,20.42,42.818,0.243,19.965,43.228,3.512,,160.1818182,45.48363495,1.578892231,0.126,1.26,0.494,0.302,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,
2017_dry_NOU-COPAS_61D3,2017,C,dry,NOU,COPAS,61,D,3,Burseraceae,Tetragastris,altissima,17.161,41.938,0.243,17.088,41.991,3.494,,134.9733728,45.66888428,1.510288835,0.123,1.11,0.422,0.287,0.0253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,
2017_dry_NOU-COPAS_61D4,2017,C,dry,NOU,COPAS,61,D,4,Burseraceae,Tetragastris,altissima,17.778,40.526,0.243,17.297,40.853,3.377,,111.4233807,45.65842056,1.516634226,0.126,1.18,0.395,0.291,0.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,
2017_dry_NOU-COPAS_61M1,2017,C,dry,NOU,COPAS,61,M,1,Burseraceae,Tetragastris,altissima,22.714,48.053,0.243,NA,NA,NA,,105.4441454,46.55691147,1.224035263,0.0825,0.692,0.461,0.211,0.0288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26,
2017_dry_NOU-COPAS_61M2,2017,C,dry,NOU,COPAS,61,M,2,Burseraceae,Tetragastris,altissima,21.283,43.129,0.243,20.573,43.384,3.46,,104.2269439,46.97600937,1.251854062,0.0841,0.706,0.435,0.224,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26,
2017_dry_NOU-COPAS_61M3,2017,C,dry,NOU,COPAS,61,M,3,Burseraceae,Tetragastris,altissima,15.946,45.225,0.243,NA,NA,NA,,124.5521472,46.22941208,1.358638406,0.121,0.942,0.402,0.247,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26,
2017_dry_NOU-COPAS_61M4,2017,C,dry,NOU,COPAS,61,M,4,Burseraceae,Tetragastris,altissima,18.325,44.796,0.243,NA,NA,NA,,102.1603774,46.77884293,1.317727923,0.0864,0.743,0.441,0.227,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26,
2017_dry_NOU-COPAS_61M5,2017,C,dry,NOU,COPAS,61,M,5,Burseraceae,Tetragastris,altissima,NA,NA,NA,NA,NA,NA,,105.1469613,46.44879532,1.102671623,0.084,0.734,0.479,0.206,0.0318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26,
2017_dry_NOU-COPAS_170T1,2017,C,dry,NOU,COPAS,170,T,1,Burseraceae,Tetragastris,altissima,NA,NA,NA,NA,NA,NA,,95.52313883,46.0320282,1.483000398,0.0859,0.69,0.535,0.279,0.0522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27,
2017_dry_NOU-COPAS_170T2,2017,C,dry,NOU,COPAS,170,T,2,Burseraceae,Tetragastris,altissima,14.175,52.402,1.625,NA,NA,NA,,98.24303797,46.59044266,1.224573493,0.0858,0.79,0.431,0.265,0.0411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27,
2017_dry_NOU-COPAS_170T3,2017,C,dry,NOU,COPAS,170,T,3,Burseraceae,Tetragastris,altissima,18.719,43.618,1.625,NA,NA,NA,,100.0548697,46.77134705,1.431760669,0.088,0.679,0.427,0.263,0.0399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27,
2017_dry_NOU-COPAS_170D2,2017,C,dry,NOU,COPAS,170,D,2,Burseraceae,Tetragastris,altissima,NA,NA,NA,NA,NA,NA,,103.7850242,44.7254715,1.453790784,0.0586,0.207,0.602,0.366,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20,
