uniquefield,Location,Paired_Spectra,Plant,Plot,Rep,Species,Treatment,Plant_Age,Days_Into_Treatment,Measurement_Date,Instrument,Pre_or_Post_Treatment
2018-04-03_19,glasshouse,leaf,19,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_20,glasshouse,leaf,20,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_21,glasshouse,leaf,21,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_22,glasshouse,leaf,22,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_23,glasshouse,leaf,23,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_24,glasshouse,leaf,24,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_25,glasshouse,leaf,25,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_26,glasshouse,leaf,26,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_27,glasshouse,leaf,27,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_28,glasshouse,leaf,28,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_29,glasshouse,leaf,29,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_30,glasshouse,leaf,30,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_31,glasshouse,leaf,31,NA,NA,HEAN3,droughted,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_32,glasshouse,leaf,32,NA,NA,HEAN3,watered,97,20,4/3/18,SE_PSR_Plus,post
2018-04-03_33,glasshouse,leaf,33,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_34,glasshouse,leaf,34,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_35,glasshouse,leaf,35,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_36,glasshouse,leaf,36,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_37,glasshouse,leaf,37,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_38,glasshouse,leaf,38,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_39,glasshouse,leaf,39,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_40,glasshouse,leaf,40,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_41,glasshouse,leaf,41,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_42,glasshouse,leaf,42,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_43,glasshouse,leaf,43,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_44,glasshouse,leaf,44,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_45,glasshouse,leaf,45,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_46,glasshouse,leaf,46,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_47,glasshouse,leaf,47,NA,NA,SOBI2,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_48,glasshouse,leaf,48,NA,NA,SOBI2,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_49,glasshouse,leaf,49,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_50,glasshouse,leaf,50,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_51,glasshouse,leaf,51,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_52,glasshouse,leaf,52,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_53,glasshouse,leaf,53,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_54,glasshouse,leaf,54,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_55,glasshouse,leaf,55,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_56,glasshouse,leaf,56,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_57,glasshouse,leaf,57,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_58,glasshouse,leaf,58,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_59,glasshouse,leaf,59,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_60,glasshouse,leaf,60,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_61,glasshouse,leaf,61,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_62,glasshouse,leaf,62,NA,NA,SEIT,watered,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_63,glasshouse,leaf,63,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_64,glasshouse,leaf,64,NA,NA,SEIT,droughted,97,8,4/3/18,SE_PSR_Plus,post
2018-04-03_65,glasshouse,leaf,65,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_66,glasshouse,leaf,66,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_67,glasshouse,leaf,67,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_68,glasshouse,leaf,68,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_69,glasshouse,leaf,69,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_70,glasshouse,leaf,70,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_71,glasshouse,leaf,71,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_72,glasshouse,leaf,72,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_73,glasshouse,leaf,73,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_74,glasshouse,leaf,74,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_75,glasshouse,leaf,75,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_76,glasshouse,leaf,76,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_77,glasshouse,leaf,77,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_78,glasshouse,leaf,78,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_79,glasshouse,leaf,79,NA,NA,RASA2,droughted,97,13,4/3/18,SE_PSR_Plus,post
2018-04-03_80,glasshouse,leaf,80,NA,NA,RASA2,watered,97,13,4/3/18,SE_PSR_Plus,post
2018-04-05_33,glasshouse,leaf,33,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_34,glasshouse,leaf,34,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_35,glasshouse,leaf,35,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_36,glasshouse,leaf,36,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_37,glasshouse,leaf,37,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_38,glasshouse,leaf,38,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_39,glasshouse,leaf,39,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_40,glasshouse,leaf,40,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_41,glasshouse,leaf,41,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_42,glasshouse,leaf,42,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_43,glasshouse,leaf,43,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_44,glasshouse,leaf,44,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_45,glasshouse,leaf,45,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_46,glasshouse,leaf,46,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_47,glasshouse,leaf,47,NA,NA,SOBI2,watered,99,10,4/5/18,SE_PSR_Plus,post
2018-04-05_48,glasshouse,leaf,48,NA,NA,SOBI2,droughted,99,10,4/5/18,SE_PSR_Plus,post
2018-04-06_17,glasshouse,leaf,17,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_18,glasshouse,leaf,18,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_19,glasshouse,leaf,19,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_20,glasshouse,leaf,20,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_21,glasshouse,leaf,21,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_22,glasshouse,leaf,22,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_23,glasshouse,leaf,23,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_24,glasshouse,leaf,24,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_25,glasshouse,leaf,25,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_26,glasshouse,leaf,26,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_27,glasshouse,leaf,27,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_28,glasshouse,leaf,28,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_29,glasshouse,leaf,29,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_30,glasshouse,leaf,30,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_31,glasshouse,leaf,31,NA,NA,HEAN3,droughted,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_32,glasshouse,leaf,32,NA,NA,HEAN3,watered,100,23,4/6/18,SE_PSR_Plus,post
2018-04-06_33,glasshouse,leaf,33,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_34,glasshouse,leaf,34,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_35,glasshouse,leaf,35,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_36,glasshouse,leaf,36,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_37,glasshouse,leaf,37,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_38,glasshouse,leaf,38,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_39,glasshouse,leaf,39,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_40,glasshouse,leaf,40,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_41,glasshouse,leaf,41,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_42,glasshouse,leaf,42,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_43,glasshouse,leaf,43,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_44,glasshouse,leaf,44,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_45,glasshouse,leaf,45,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_46,glasshouse,leaf,46,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_47,glasshouse,leaf,47,NA,NA,SOBI2,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_48,glasshouse,leaf,48,NA,NA,SOBI2,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_49,glasshouse,leaf,49,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_50,glasshouse,leaf,50,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_51,glasshouse,leaf,51,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_52,glasshouse,leaf,52,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_53,glasshouse,leaf,53,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_54,glasshouse,leaf,54,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_55,glasshouse,leaf,55,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_56,glasshouse,leaf,56,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_57,glasshouse,leaf,57,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_58,glasshouse,leaf,58,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_59,glasshouse,leaf,59,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_60,glasshouse,leaf,60,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_61,glasshouse,leaf,61,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_62,glasshouse,leaf,62,NA,NA,SEIT,watered,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_63,glasshouse,leaf,63,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_64,glasshouse,leaf,64,NA,NA,SEIT,droughted,100,11,4/6/18,SE_PSR_Plus,post
2018-04-06_65,glasshouse,leaf,65,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_66,glasshouse,leaf,66,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_67,glasshouse,leaf,67,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_68,glasshouse,leaf,68,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_69,glasshouse,leaf,69,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_70,glasshouse,leaf,70,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_71,glasshouse,leaf,71,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_72,glasshouse,leaf,72,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_73,glasshouse,leaf,73,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_74,glasshouse,leaf,74,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_75,glasshouse,leaf,75,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_76,glasshouse,leaf,76,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_77,glasshouse,leaf,77,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_78,glasshouse,leaf,78,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_79,glasshouse,leaf,79,NA,NA,RASA2,droughted,100,16,4/6/18,SE_PSR_Plus,post
2018-04-06_80,glasshouse,leaf,80,NA,NA,RASA2,watered,100,16,4/6/18,SE_PSR_Plus,post
2018-04-09_17,glasshouse,leaf,17,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_18,glasshouse,leaf,18,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_19,glasshouse,leaf,19,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_20,glasshouse,leaf,20,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_21,glasshouse,leaf,21,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_22,glasshouse,leaf,22,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_23,glasshouse,leaf,23,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_24,glasshouse,leaf,24,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_25,glasshouse,leaf,25,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_26,glasshouse,leaf,26,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_27,glasshouse,leaf,27,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_28,glasshouse,leaf,28,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_30,glasshouse,leaf,30,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_31,glasshouse,leaf,31,NA,NA,HEAN3,droughted,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_32,glasshouse,leaf,32,NA,NA,HEAN3,watered,103,26,4/9/18,SE_PSR_Plus,post
2018-04-09_33,glasshouse,leaf,33,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_34,glasshouse,leaf,34,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_35,glasshouse,leaf,35,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_36,glasshouse,leaf,36,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_37,glasshouse,leaf,37,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_38,glasshouse,leaf,38,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_39,glasshouse,leaf,39,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_40,glasshouse,leaf,40,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_41,glasshouse,leaf,41,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_42,glasshouse,leaf,42,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_43,glasshouse,leaf,43,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_44,glasshouse,leaf,44,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_45,glasshouse,leaf,45,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_46,glasshouse,leaf,46,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_47,glasshouse,leaf,47,NA,NA,SOBI2,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_48,glasshouse,leaf,48,NA,NA,SOBI2,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_49,glasshouse,leaf,49,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_50,glasshouse,leaf,50,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_51,glasshouse,leaf,51,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_52,glasshouse,leaf,52,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_53,glasshouse,leaf,53,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_54,glasshouse,leaf,54,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_55,glasshouse,leaf,55,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_56,glasshouse,leaf,56,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_57,glasshouse,leaf,57,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_58,glasshouse,leaf,58,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_59,glasshouse,leaf,59,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_60,glasshouse,leaf,60,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_61,glasshouse,leaf,61,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_62,glasshouse,leaf,62,NA,NA,SEIT,watered,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_63,glasshouse,leaf,63,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_64,glasshouse,leaf,64,NA,NA,SEIT,droughted,103,14,4/9/18,SE_PSR_Plus,post
2018-04-09_65,glasshouse,leaf,65,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_66,glasshouse,leaf,66,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_67,glasshouse,leaf,67,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_68,glasshouse,leaf,68,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_69,glasshouse,leaf,69,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_70,glasshouse,leaf,70,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_71,glasshouse,leaf,71,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_72,glasshouse,leaf,72,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_73,glasshouse,leaf,73,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_74,glasshouse,leaf,74,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_75,glasshouse,leaf,75,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_76,glasshouse,leaf,76,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_77,glasshouse,leaf,77,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_78,glasshouse,leaf,78,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_79,glasshouse,leaf,79,NA,NA,RASA2,droughted,103,19,4/9/18,SE_PSR_Plus,post
2018-04-09_80,glasshouse,leaf,80,NA,NA,RASA2,watered,103,19,4/9/18,SE_PSR_Plus,post
2018-04-11_17,glasshouse,leaf,17,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_18,glasshouse,leaf,18,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_19,glasshouse,leaf,19,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_20,glasshouse,leaf,20,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_21,glasshouse,leaf,21,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_22,glasshouse,leaf,22,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_23,glasshouse,leaf,23,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_24,glasshouse,leaf,24,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_25,glasshouse,leaf,25,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_26,glasshouse,leaf,26,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_27,glasshouse,leaf,27,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_28,glasshouse,leaf,28,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_30,glasshouse,leaf,30,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_31,glasshouse,leaf,31,NA,NA,HEAN3,droughted,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_32,glasshouse,leaf,32,NA,NA,HEAN3,watered,105,28,4/11/18,SE_PSR_Plus,post
2018-04-11_35,glasshouse,leaf,35,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_36,glasshouse,leaf,36,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_37,glasshouse,leaf,37,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_38,glasshouse,leaf,38,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_39,glasshouse,leaf,39,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_40,glasshouse,leaf,40,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_41,glasshouse,leaf,41,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_42,glasshouse,leaf,42,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_43,glasshouse,leaf,43,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_44,glasshouse,leaf,44,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_45,glasshouse,leaf,45,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_46,glasshouse,leaf,46,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_47,glasshouse,leaf,47,NA,NA,SOBI2,watered,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_48,glasshouse,leaf,48,NA,NA,SOBI2,droughted,105,16,4/11/18,SE_PSR_Plus,post
2018-04-11_65,glasshouse,leaf,65,NA,NA,RASA2,watered,105,21,4/11/18,SE_PSR_Plus,post
